p/MPa,T/K,x_He,x_Ar,y_He,y_Ar,author,reference_ID,region,point_ID,weight
12.748645,90.687,0.0138,0.9862,0.9755,0.0245,Skripka,36,TP,13,1e+0
13.72931,90.687,0.0146,0.9854,0.977,0.023,Skripka,36,TP,14,1e+0
14.709975,90.687,0.0154,0.9846,0.9775,0.0225,Skripka,36,TP,15,1e+0
15.69064,90.687,0.0161,0.9839,0.978,0.022,Skripka,36,TP,16,1e+0
16.671305,90.687,0.0168,0.9832,0.979,0.021,Skripka,36,TP,17,1e+0
17.65197,90.687,0.0175,0.9825,0.9805,0.0195,Skripka,36,TP,18,1e+0
18.632635,90.687,0.0183,0.9817,0.9815,0.0185,Skripka,36,TP,19,1e+0
19.6133,90.687,0.019,0.981,0.983,0.017,Skripka,36,TP,20,1e+0
20.593965,90.687,0.0197,0.9803,0.984,0.016,Skripka,36,TP,21,1e+0
21.57463,90.687,0.0204,0.9796,0.9845,0.0155,Skripka,36,TP,22,1e+0
2.941995,102.9675,0.0061,0.9939,0.7815,0.2185,Skripka,36,TP,25,1e+0
3.92266,102.9675,0.008,0.992,0.83,0.17,Skripka,36,TP,26,1e+0
4.903325,102.9675,0.0099,0.9901,0.859,0.141,Skripka,36,TP,27,1e+0
5.88399,102.9675,0.0118,0.9882,0.879,0.121,Skripka,36,TP,28,1e+0
6.864655,102.9675,0.0137,0.9863,0.893,0.107,Skripka,36,TP,29,1e+0
7.84532,102.9675,0.0155,0.9845,0.903,0.097,Skripka,36,TP,30,1e+0
8.825985,102.9675,0.0174,0.9826,0.911,0.089,Skripka,36,TP,31,1e+0
9.80665,102.9675,0.0192,0.9808,0.918,0.082,Skripka,36,TP,32,1e+0
10.787315,102.9675,0.0209,0.9791,0.9245,0.0755,Skripka,36,TP,33,1e+0
11.76798,102.9675,0.0226,0.9774,0.93,0.07,Skripka,36,TP,34,1e+0
12.748645,102.9675,0.0242,0.9758,0.935,0.065,Skripka,36,TP,35,1e+0
13.72931,102.9675,0.0258,0.9742,0.9385,0.0615,Skripka,36,TP,36,1e+0
14.709975,102.9675,0.0273,0.9727,0.942,0.058,Skripka,36,TP,37,1e+0
15.69064,102.9675,0.0287,0.9713,0.945,0.055,Skripka,36,TP,38,1e+0
16.671305,102.9675,0.0302,0.9698,0.948,0.052,Skripka,36,TP,39,1e+0
17.65197,102.9675,0.0315,0.9685,0.95,0.05,Skripka,36,TP,40,1e+0
18.632635,102.9675,0.0328,0.9672,0.9525,0.0475,Skripka,36,TP,41,1e+0
19.6133,102.9675,0.0342,0.9658,0.955,0.045,Skripka,36,TP,42,1e+0
20.593965,102.9675,0.0354,0.9646,0.957,0.043,Skripka,36,TP,43,1e+0
21.57463,102.9675,0.0366,0.9634,0.9585,0.0415,Skripka,36,TP,44,1e+0
2.941995,115.0954,0.0085,0.9915,0.465,0.535,Skripka,36,TP,47,1e+0
3.92266,115.0954,0.012,0.988,0.585,0.415,Skripka,36,TP,48,1e+0
4.903325,115.0954,0.0153,0.9847,0.664,0.336,Skripka,36,TP,49,1e+0
5.88399,115.0954,0.0183,0.9817,0.714,0.286,Skripka,36,TP,50,1e+0
6.864655,115.0954,0.0216,0.9784,0.748,0.252,Skripka,36,TP,51,1e+0
7.84532,115.0954,0.0247,0.9753,0.773,0.227,Skripka,36,TP,52,1e+0
8.825985,115.0954,0.0278,0.9722,0.793,0.207,Skripka,36,TP,53,1e+0
9.80665,115.0954,0.031,0.969,0.808,0.192,Skripka,36,TP,54,1e+0
10.787315,115.0954,0.0341,0.9659,0.8215,0.1785,Skripka,36,TP,55,1e+0
11.76798,115.0954,0.037,0.963,0.832,0.168,Skripka,36,TP,56,1e+0
12.748645,115.0954,0.04,0.96,0.842,0.158,Skripka,36,TP,57,1e+0
13.72931,115.0954,0.0428,0.9572,0.8505,0.1495,Skripka,36,TP,58,1e+0
14.709975,115.0954,0.0456,0.9544,0.858,0.142,Skripka,36,TP,59,1e+0
15.69064,115.0954,0.0483,0.9517,0.865,0.135,Skripka,36,TP,60,1e+0
16.671305,115.0954,0.0508,0.9492,0.87,0.13,Skripka,36,TP,61,1e+0
17.65197,115.0954,0.0533,0.9467,0.876,0.124,Skripka,36,TP,62,1e+0
18.632635,115.0954,0.0557,0.9443,0.88,0.12,Skripka,36,TP,63,1e+0
19.6133,115.0954,0.0579,0.9421,0.884,0.116,Skripka,36,TP,64,1e+0
20.593965,115.0954,0.06,0.94,0.888,0.112,Skripka,36,TP,65,1e+0
21.57463,115.0954,0.0621,0.9379,0.892,0.108,Skripka,36,TP,66,1e+0
